transaction_type,fraud_status,step,amount_bin,transaction_count
CASH_IN,Legitimate,592,"500,001-1,000,000",17
CASH_IN,Legitimate,592,"501-1,000",3
CASH_OUT,Fraud,592,"1,000,001+",2
CASH_OUT,Fraud,592,"100,001-500,000",3
CASH_OUT,Legitimate,592,"1,001-5,000",27
CASH_OUT,Legitimate,592,"10,001-50,000",294
CASH_OUT,Legitimate,592,"100,001-500,000",1306
CASH_OUT,Legitimate,592,101-500,2
CASH_OUT,Legitimate,592,"5,001-10,000",56
CASH_OUT,Legitimate,592,"50,001-100,000",377
CASH_OUT,Legitimate,592,"500,001-1,000,000",18
CASH_OUT,Legitimate,592,"501-1,000",1
DEBIT,Legitimate,592,0-100,1
DEBIT,Legitimate,592,"1,001-5,000",31
DEBIT,Legitimate,592,101-500,3
DEBIT,Legitimate,592,"5,001-10,000",2
DEBIT,Legitimate,592,"501-1,000",6
PAYMENT,Legitimate,592,0-100,6
PAYMENT,Legitimate,592,"1,001-5,000",382
PAYMENT,Legitimate,592,"10,001-50,000",582
PAYMENT,Legitimate,592,101-500,21
PAYMENT,Legitimate,592,"5,001-10,000",399
PAYMENT,Legitimate,592,"50,001-100,000",6
PAYMENT,Legitimate,592,"501-1,000",50
TRANSFER,Fraud,592,"1,000,001+",2
TRANSFER,Fraud,592,"100,001-500,000",3
TRANSFER,Legitimate,592,"1,000,001+",87
TRANSFER,Legitimate,592,"1,001-5,000",1
TRANSFER,Legitimate,592,"10,001-50,000",18
TRANSFER,Legitimate,592,"100,001-500,000",195
TRANSFER,Legitimate,592,"5,001-10,000",2
TRANSFER,Legitimate,592,"50,001-100,000",31
TRANSFER,Legitimate,592,"500,001-1,000,000",129
CASH_OUT,Fraud,593,"100,001-500,000",2
TRANSFER,Fraud,593,"100,001-500,000",2
CASH_IN,Legitimate,594,0-100,1
CASH_IN,Legitimate,594,"1,001-5,000",18
CASH_IN,Legitimate,594,"10,001-50,000",218
CASH_IN,Legitimate,594,"100,001-500,000",998
CASH_IN,Legitimate,594,101-500,1
CASH_IN,Legitimate,594,"5,001-10,000",32
CASH_IN,Legitimate,594,"50,001-100,000",302
CASH_IN,Legitimate,594,"500,001-1,000,000",26
CASH_OUT,Fraud,594,"1,000,001+",1
CASH_OUT,Fraud,594,"10,001-50,000",1
CASH_OUT,Fraud,594,"100,001-500,000",3
CASH_OUT,Legitimate,594,0-100,2
CASH_OUT,Legitimate,594,"1,001-5,000",36
CASH_OUT,Legitimate,594,"10,001-50,000",374
CASH_OUT,Legitimate,594,"100,001-500,000",1577
CASH_OUT,Legitimate,594,101-500,3
CASH_OUT,Legitimate,594,"5,001-10,000",55
CASH_OUT,Legitimate,594,"50,001-100,000",533
CASH_OUT,Legitimate,594,"500,001-1,000,000",26
CASH_OUT,Legitimate,594,"501-1,000",8
DEBIT,Legitimate,594,0-100,1
DEBIT,Legitimate,594,"1,001-5,000",43
DEBIT,Legitimate,594,101-500,2
DEBIT,Legitimate,594,"5,001-10,000",10
DEBIT,Legitimate,594,"501-1,000",4
PAYMENT,Legitimate,594,0-100,10
PAYMENT,Legitimate,594,"1,001-5,000",502
PAYMENT,Legitimate,594,"10,001-50,000",626
PAYMENT,Legitimate,594,101-500,51
PAYMENT,Legitimate,594,"5,001-10,000",472
PAYMENT,Legitimate,594,"50,001-100,000",7
PAYMENT,Legitimate,594,"501-1,000",73
TRANSFER,Fraud,594,"1,000,001+",1
TRANSFER,Fraud,594,"10,001-50,000",1
TRANSFER,Fraud,594,"100,001-500,000",3
TRANSFER,Legitimate,594,"1,000,001+",57
TRANSFER,Legitimate,594,"1,001-5,000",2
TRANSFER,Legitimate,594,"10,001-50,000",24
TRANSFER,Legitimate,594,"100,001-500,000",267
TRANSFER,Legitimate,594,"5,001-10,000",1
TRANSFER,Legitimate,594,"50,001-100,000",42
TRANSFER,Legitimate,594,"500,001-1,000,000",122
CASH_IN,Legitimate,595,"1,001-5,000",14
CASH_IN,Legitimate,595,"10,001-50,000",169
CASH_IN,Legitimate,595,"100,001-500,000",703
CASH_IN,Legitimate,595,101-500,3
CASH_IN,Legitimate,595,"5,001-10,000",21
CASH_IN,Legitimate,595,"50,001-100,000",209
CASH_IN,Legitimate,595,"500,001-1,000,000",13
CASH_IN,Legitimate,595,"501-1,000",3
CASH_OUT,Fraud,595,"1,000,001+",1
CASH_OUT,Fraud,595,"100,001-500,000",2
CASH_OUT,Fraud,595,"50,001-100,000",1
CASH_OUT,Fraud,595,"500,001-1,000,000",2
CASH_OUT,Legitimate,595,"1,001-5,000",33
CASH_OUT,Legitimate,595,"10,001-50,000",366
CASH_OUT,Legitimate,595,"100,001-500,000",1142
CASH_OUT,Legitimate,595,101-500,6
CASH_OUT,Legitimate,595,"5,001-10,000",44
CASH_OUT,Legitimate,595,"50,001-100,000",452
CASH_OUT,Legitimate,595,"500,001-1,000,000",9
CASH_OUT,Legitimate,595,"501-1,000",3
DEBIT,Legitimate,595,"1,001-5,000",35
DEBIT,Legitimate,595,101-500,1
DEBIT,Legitimate,595,"5,001-10,000",6
DEBIT,Legitimate,595,"501-1,000",5
PAYMENT,Legitimate,595,0-100,14
PAYMENT,Legitimate,595,"1,001-5,000",514
PAYMENT,Legitimate,595,"10,001-50,000",545
PAYMENT,Legitimate,595,101-500,63
PAYMENT,Legitimate,595,"5,001-10,000",509
PAYMENT,Legitimate,595,"50,001-100,000",10
PAYMENT,Legitimate,595,"501-1,000",53
TRANSFER,Fraud,595,"1,000,001+",1
TRANSFER,Fraud,595,"100,001-500,000",2
TRANSFER,Fraud,595,"50,001-100,000",1
TRANSFER,Fraud,595,"500,001-1,000,000",2
TRANSFER,Legitimate,595,"1,000,001+",45
TRANSFER,Legitimate,595,"1,001-5,000",2
TRANSFER,Legitimate,595,"10,001-50,000",28
TRANSFER,Legitimate,595,"100,001-500,000",255
TRANSFER,Legitimate,595,"5,001-10,000",6
TRANSFER,Legitimate,595,"50,001-100,000",41
TRANSFER,Legitimate,595,"500,001-1,000,000",99
TRANSFER,Legitimate,595,"501-1,000",1
CASH_IN,Legitimate,596,"1,001-5,000",26
CASH_IN,Legitimate,596,"10,001-50,000",309
CASH_IN,Legitimate,596,"100,001-500,000",1255
CASH_IN,Legitimate,596,101-500,2
CASH_IN,Legitimate,596,"5,001-10,000",36
CASH_IN,Legitimate,596,"50,001-100,000",404
CASH_IN,Legitimate,596,"500,001-1,000,000",19
CASH_IN,Legitimate,596,"501-1,000",4
CASH_OUT,Fraud,596,"100,001-500,000",4
CASH_OUT,Legitimate,596,0-100,1
CASH_OUT,Legitimate,596,"1,001-5,000",40
CASH_OUT,Legitimate,596,"10,001-50,000",456
CASH_OUT,Legitimate,596,"100,001-500,000",1557
CASH_OUT,Legitimate,596,101-500,9
CASH_OUT,Legitimate,596,"5,001-10,000",63
CASH_OUT,Legitimate,596,"50,001-100,000",534
CASH_OUT,Legitimate,596,"500,001-1,000,000",34
CASH_OUT,Legitimate,596,"501-1,000",4
DEBIT,Legitimate,596,"1,001-5,000",47
DEBIT,Legitimate,596,"10,001-50,000",1
DEBIT,Legitimate,596,101-500,14
DEBIT,Legitimate,596,"5,001-10,000",6
DEBIT,Legitimate,596,"501-1,000",13
PAYMENT,Legitimate,596,0-100,30
PAYMENT,Legitimate,596,"1,001-5,000",1080
PAYMENT,Legitimate,596,"10,001-50,000",1119
PAYMENT,Legitimate,596,101-500,122
PAYMENT,Legitimate,596,"5,001-10,000",1046
PAYMENT,Legitimate,596,"50,001-100,000",14
PAYMENT,Legitimate,596,"501-1,000",147
TRANSFER,Fraud,596,"100,001-500,000",4
TRANSFER,Legitimate,596,"1,000,001+",139
TRANSFER,Legitimate,596,"1,001-5,000",8
TRANSFER,Legitimate,596,"10,001-50,000",73
TRANSFER,Legitimate,596,"100,001-500,000",465
TRANSFER,Legitimate,596,101-500,1
TRANSFER,Legitimate,596,"5,001-10,000",8
TRANSFER,Legitimate,596,"50,001-100,000",69
TRANSFER,Legitimate,596,"500,001-1,000,000",155
TRANSFER,Legitimate,596,"501-1,000",1
CASH_IN,Legitimate,597,"1,001-5,000",8
CASH_IN,Legitimate,597,"10,001-50,000",88
CASH_IN,Legitimate,597,"100,001-500,000",369
CASH_IN,Legitimate,597,"5,001-10,000",12
CASH_IN,Legitimate,597,"50,001-100,000",150
CASH_IN,Legitimate,597,"500,001-1,000,000",7
CASH_IN,Legitimate,597,"501-1,000",1
CASH_OUT,Fraud,597,"1,000,001+",1
CASH_OUT,Fraud,597,"50,001-100,000",1
CASH_OUT,Fraud,597,"500,001-1,000,000",1
CASH_OUT,Legitimate,597,"1,001-5,000",8
CASH_OUT,Legitimate,597,"10,001-50,000",102
CASH_OUT,Legitimate,597,"100,001-500,000",358
CASH_OUT,Legitimate,597,101-500,2
CASH_OUT,Legitimate,597,"5,001-10,000",16
CASH_OUT,Legitimate,597,"50,001-100,000",129
CASH_OUT,Legitimate,597,"500,001-1,000,000",5
CASH_OUT,Legitimate,597,"501-1,000",1
DEBIT,Legitimate,597,"1,001-5,000",11
DEBIT,Legitimate,597,"501-1,000",1
PAYMENT,Legitimate,597,0-100,9
PAYMENT,Legitimate,597,"1,001-5,000",336
PAYMENT,Legitimate,597,"10,001-50,000",278
PAYMENT,Legitimate,597,101-500,39
PAYMENT,Legitimate,597,"5,001-10,000",282
PAYMENT,Legitimate,597,"501-1,000",52
TRANSFER,Fraud,597,"1,000,001+",1
TRANSFER,Fraud,597,"50,001-100,000",1
TRANSFER,Fraud,597,"500,001-1,000,000",1
TRANSFER,Legitimate,597,"1,000,001+",26
TRANSFER,Legitimate,597,"1,001-5,000",2
TRANSFER,Legitimate,597,"10,001-50,000",19
TRANSFER,Legitimate,597,"100,001-500,000",103
TRANSFER,Legitimate,597,"5,001-10,000",2
TRANSFER,Legitimate,597,"50,001-100,000",24
TRANSFER,Legitimate,597,"500,001-1,000,000",40
CASH_IN,Legitimate,598,"1,001-5,000",3
CASH_IN,Legitimate,598,"10,001-50,000",23
CASH_IN,Legitimate,598,"100,001-500,000",117
CASH_IN,Legitimate,598,"5,001-10,000",8
CASH_IN,Legitimate,598,"50,001-100,000",37
CASH_IN,Legitimate,598,"500,001-1,000,000",4
CASH_OUT,Fraud,598,"1,000,001+",1
CASH_OUT,Fraud,598,"100,001-500,000",1
CASH_OUT,Legitimate,598,"1,001-5,000",3
CASH_OUT,Legitimate,598,"10,001-50,000",23
CASH_OUT,Legitimate,598,"100,001-500,000",83
CASH_OUT,Legitimate,598,"5,001-10,000",4
CASH_OUT,Legitimate,598,"50,001-100,000",48
CASH_OUT,Legitimate,598,"500,001-1,000,000",2
DEBIT,Legitimate,598,"1,001-5,000",1
DEBIT,Legitimate,598,101-500,1
DEBIT,Legitimate,598,"501-1,000",2
PAYMENT,Legitimate,598,0-100,5
PAYMENT,Legitimate,598,"1,001-5,000",164
PAYMENT,Legitimate,598,"10,001-50,000",128
PAYMENT,Legitimate,598,101-500,17
PAYMENT,Legitimate,598,"5,001-10,000",164
PAYMENT,Legitimate,598,"50,001-100,000",2
PAYMENT,Legitimate,598,"501-1,000",18
TRANSFER,Fraud,598,"1,000,001+",1
TRANSFER,Fraud,598,"100,001-500,000",1
TRANSFER,Legitimate,598,"1,000,001+",7
TRANSFER,Legitimate,598,"10,001-50,000",4
TRANSFER,Legitimate,598,"100,001-500,000",38
TRANSFER,Legitimate,598,"5,001-10,000",2
TRANSFER,Legitimate,598,"50,001-100,000",7
TRANSFER,Legitimate,598,"500,001-1,000,000",15
CASH_IN,Legitimate,599,"1,001-5,000",7
CASH_IN,Legitimate,599,"10,001-50,000",48
CASH_IN,Legitimate,599,"100,001-500,000",174
CASH_IN,Legitimate,599,101-500,2
CASH_IN,Legitimate,599,"5,001-10,000",8
CASH_IN,Legitimate,599,"50,001-100,000",55
CASH_IN,Legitimate,599,"500,001-1,000,000",8
CASH_OUT,Fraud,599,"1,001-5,000",1
CASH_OUT,Fraud,599,"100,001-500,000",1
CASH_OUT,Fraud,599,"500,001-1,000,000",1
CASH_OUT,Legitimate,599,0-100,1
CASH_OUT,Legitimate,599,"1,001-5,000",1
CASH_OUT,Legitimate,599,"10,001-50,000",44
CASH_OUT,Legitimate,599,"100,001-500,000",156
CASH_OUT,Legitimate,599,"5,001-10,000",5
CASH_OUT,Legitimate,599,"50,001-100,000",60
CASH_OUT,Legitimate,599,"500,001-1,000,000",1
DEBIT,Legitimate,599,"1,001-5,000",12
DEBIT,Legitimate,599,101-500,4
DEBIT,Legitimate,599,"501-1,000",6
PAYMENT,Legitimate,599,0-100,8
PAYMENT,Legitimate,599,"1,001-5,000",399
PAYMENT,Legitimate,599,"10,001-50,000",222
PAYMENT,Legitimate,599,101-500,50
PAYMENT,Legitimate,599,"5,001-10,000",298
PAYMENT,Legitimate,599,"50,001-100,000",1
PAYMENT,Legitimate,599,"501-1,000",48
TRANSFER,Fraud,599,"1,001-5,000",1
TRANSFER,Fraud,599,"100,001-500,000",1
TRANSFER,Fraud,599,"500,001-1,000,000",1
TRANSFER,Legitimate,599,"1,000,001+",21
TRANSFER,Legitimate,599,"1,001-5,000",2
TRANSFER,Legitimate,599,"10,001-50,000",19
TRANSFER,Legitimate,599,"100,001-500,000",84
TRANSFER,Legitimate,599,"5,001-10,000",3
TRANSFER,Legitimate,599,"50,001-100,000",28
TRANSFER,Legitimate,599,"500,001-1,000,000",34
TRANSFER,Legitimate,599,"501-1,000",1
CASH_OUT,Fraud,600,"1,000,001+",5
CASH_OUT,Fraud,600,"10,001-50,000",1
CASH_OUT,Fraud,600,"500,001-1,000,000",3
TRANSFER,Fraud,600,"1,000,001+",5
TRANSFER,Fraud,600,"10,001-50,000",1
TRANSFER,Fraud,600,"500,001-1,000,000",3
CASH_IN,Legitimate,601,"1,001-5,000",1
CASH_IN,Legitimate,601,"10,001-50,000",25
CASH_IN,Legitimate,601,"100,001-500,000",92
CASH_IN,Legitimate,601,101-500,1
CASH_IN,Legitimate,601,"5,001-10,000",2
CASH_IN,Legitimate,601,"50,001-100,000",21
CASH_IN,Legitimate,601,"500,001-1,000,000",3
CASH_OUT,Fraud,601,"1,000,001+",1
CASH_OUT,Fraud,601,"100,001-500,000",1
CASH_OUT,Fraud,601,"50,001-100,000",3
CASH_OUT,Legitimate,601,"10,001-50,000",8
CASH_OUT,Legitimate,601,"100,001-500,000",51
CASH_OUT,Legitimate,601,101-500,1
CASH_OUT,Legitimate,601,"5,001-10,000",1
CASH_OUT,Legitimate,601,"50,001-100,000",23
CASH_OUT,Legitimate,601,"500,001-1,000,000",3
DEBIT,Legitimate,601,"1,001-5,000",28
DEBIT,Legitimate,601,101-500,2
DEBIT,Legitimate,601,"5,001-10,000",9
DEBIT,Legitimate,601,"501-1,000",3
PAYMENT,Legitimate,601,0-100,6
PAYMENT,Legitimate,601,"1,001-5,000",245
PAYMENT,Legitimate,601,"10,001-50,000",99
PAYMENT,Legitimate,601,101-500,38
PAYMENT,Legitimate,601,"5,001-10,000",82
PAYMENT,Legitimate,601,"501-1,000",29
TRANSFER,Fraud,601,"1,000,001+",1
TRANSFER,Fraud,601,"100,001-500,000",1
TRANSFER,Fraud,601,"50,001-100,000",3
TRANSFER,Legitimate,601,"1,000,001+",7
TRANSFER,Legitimate,601,"1,001-5,000",1
TRANSFER,Legitimate,601,"10,001-50,000",6
TRANSFER,Legitimate,601,"100,001-500,000",37
TRANSFER,Legitimate,601,101-500,1
TRANSFER,Legitimate,601,"5,001-10,000",1
TRANSFER,Legitimate,601,"50,001-100,000",12
TRANSFER,Legitimate,601,"500,001-1,000,000",17
CASH_OUT,Fraud,602,"1,000,001+",1
CASH_OUT,Fraud,602,"100,001-500,000",3
TRANSFER,Fraud,602,"1,000,001+",1
TRANSFER,Fraud,602,"100,001-500,000",3
CASH_OUT,Fraud,603,"1,000,001+",4
CASH_OUT,Fraud,603,"10,001-50,000",1
CASH_OUT,Fraud,603,"100,001-500,000",1
TRANSFER,Fraud,603,"1,000,001+",4
TRANSFER,Fraud,603,"10,001-50,000",1
TRANSFER,Fraud,603,"100,001-500,000",1
CASH_OUT,Fraud,604,"1,000,001+",1
CASH_OUT,Fraud,604,"100,001-500,000",2
CASH_OUT,Fraud,604,"500,001-1,000,000",1
TRANSFER,Fraud,604,"1,000,001+",1
TRANSFER,Fraud,604,"100,001-500,000",2
TRANSFER,Fraud,604,"500,001-1,000,000",1
CASH_OUT,Fraud,605,"1,000,001+",2
CASH_OUT,Fraud,605,"100,001-500,000",5
CASH_OUT,Fraud,605,"500,001-1,000,000",1
TRANSFER,Fraud,605,"1,000,001+",2
TRANSFER,Fraud,605,"100,001-500,000",5
TRANSFER,Fraud,605,"500,001-1,000,000",1
CASH_OUT,Fraud,606,"1,000,001+",4
CASH_OUT,Fraud,606,"100,001-500,000",2
CASH_OUT,Fraud,606,"50,001-100,000",1
TRANSFER,Fraud,606,"1,000,001+",4
TRANSFER,Fraud,606,"100,001-500,000",2
TRANSFER,Fraud,606,"50,001-100,000",1
CASH_OUT,Fraud,607,"100,001-500,000",3
CASH_OUT,Fraud,607,"50,001-100,000",1
TRANSFER,Fraud,607,"100,001-500,000",3
TRANSFER,Fraud,607,"50,001-100,000",1
CASH_IN,Legitimate,608,"1,001-5,000",3
CASH_IN,Legitimate,608,"10,001-50,000",26
CASH_IN,Legitimate,608,"100,001-500,000",169
CASH_IN,Legitimate,608,"5,001-10,000",2
CASH_IN,Legitimate,608,"50,001-100,000",42
CASH_IN,Legitimate,608,"500,001-1,000,000",3
CASH_OUT,Fraud,608,"1,000,001+",2
CASH_OUT,Fraud,608,"10,001-50,000",1
CASH_OUT,Fraud,608,"100,001-500,000",4
CASH_OUT,Fraud,608,"500,001-1,000,000",1
CASH_OUT,Legitimate,608,"1,001-5,000",2
CASH_OUT,Legitimate,608,"10,001-50,000",47
CASH_OUT,Legitimate,608,"100,001-500,000",133
CASH_OUT,Legitimate,608,"5,001-10,000",6
CASH_OUT,Legitimate,608,"50,001-100,000",46
CASH_OUT,Legitimate,608,"500,001-1,000,000",5
DEBIT,Legitimate,608,"1,001-5,000",2
DEBIT,Legitimate,608,"501-1,000",1
PAYMENT,Legitimate,608,0-100,5
PAYMENT,Legitimate,608,"1,001-5,000",154
PAYMENT,Legitimate,608,"10,001-50,000",139
PAYMENT,Legitimate,608,101-500,18
PAYMENT,Legitimate,608,"5,001-10,000",151
PAYMENT,Legitimate,608,"501-1,000",19
TRANSFER,Fraud,608,"1,000,001+",2
TRANSFER,Fraud,608,"10,001-50,000",1
TRANSFER,Fraud,608,"100,001-500,000",4
TRANSFER,Fraud,608,"500,001-1,000,000",1
TRANSFER,Legitimate,608,"1,000,001+",5
TRANSFER,Legitimate,608,"1,001-5,000",1
TRANSFER,Legitimate,608,"10,001-50,000",11
TRANSFER,Legitimate,608,"100,001-500,000",46
TRANSFER,Legitimate,608,"5,001-10,000",2
TRANSFER,Legitimate,608,"50,001-100,000",9
TRANSFER,Legitimate,608,"500,001-1,000,000",19
CASH_OUT,Fraud,609,"100,001-500,000",2
CASH_OUT,Fraud,609,"50,001-100,000",1
CASH_OUT,Fraud,609,"500,001-1,000,000",1
TRANSFER,Fraud,609,"100,001-500,000",2
TRANSFER,Fraud,609,"50,001-100,000",1
TRANSFER,Fraud,609,"500,001-1,000,000",1
CASH_IN,Legitimate,610,"1,001-5,000",7
CASH_IN,Legitimate,610,"10,001-50,000",48
CASH_IN,Legitimate,610,"100,001-500,000",193
CASH_IN,Legitimate,610,"5,001-10,000",8
CASH_IN,Legitimate,610,"50,001-100,000",58
CASH_IN,Legitimate,610,"500,001-1,000,000",2
CASH_IN,Legitimate,610,"501-1,000",1
CASH_OUT,Fraud,610,"10,001-50,000",1
CASH_OUT,Fraud,610,"100,001-500,000",2
CASH_OUT,Fraud,610,"500,001-1,000,000",3
CASH_OUT,Legitimate,610,"1,001-5,000",7
CASH_OUT,Legitimate,610,"10,001-50,000",40
CASH_OUT,Legitimate,610,"100,001-500,000",209
CASH_OUT,Legitimate,610,"5,001-10,000",3
CASH_OUT,Legitimate,610,"50,001-100,000",51
CASH_OUT,Legitimate,610,"500,001-1,000,000",2
CASH_OUT,Legitimate,610,"501-1,000",1
DEBIT,Legitimate,610,"1,001-5,000",5
DEBIT,Legitimate,610,"10,001-50,000",1
DEBIT,Legitimate,610,101-500,1
DEBIT,Legitimate,610,"5,001-10,000",4
PAYMENT,Legitimate,610,0-100,4
PAYMENT,Legitimate,610,"1,001-5,000",150
PAYMENT,Legitimate,610,"10,001-50,000",131
PAYMENT,Legitimate,610,101-500,13
PAYMENT,Legitimate,610,"5,001-10,000",135
PAYMENT,Legitimate,610,"501-1,000",22
TRANSFER,Fraud,610,"10,001-50,000",1
TRANSFER,Fraud,610,"100,001-500,000",2
TRANSFER,Fraud,610,"500,001-1,000,000",3
TRANSFER,Legitimate,610,"1,000,001+",9
TRANSFER,Legitimate,610,"10,001-50,000",7
TRANSFER,Legitimate,610,"100,001-500,000",52
TRANSFER,Legitimate,610,"5,001-10,000",2
TRANSFER,Legitimate,610,"50,001-100,000",14
TRANSFER,Legitimate,610,"500,001-1,000,000",7
CASH_OUT,Fraud,611,"1,000,001+",1
CASH_OUT,Fraud,611,"10,001-50,000",2
CASH_OUT,Fraud,611,"100,001-500,000",1
CASH_OUT,Fraud,611,"50,001-100,000",1
CASH_OUT,Fraud,611,"500,001-1,000,000",2
TRANSFER,Fraud,611,"1,000,001+",1
TRANSFER,Fraud,611,"10,001-50,000",2
TRANSFER,Fraud,611,"100,001-500,000",1
TRANSFER,Fraud,611,"50,001-100,000",1
TRANSFER,Fraud,611,"500,001-1,000,000",2
CASH_IN,Legitimate,612,"1,001-5,000",7
CASH_IN,Legitimate,612,"10,001-50,000",79
CASH_IN,Legitimate,612,"100,001-500,000",464
CASH_IN,Legitimate,612,101-500,1
CASH_IN,Legitimate,612,"5,001-10,000",6
CASH_IN,Legitimate,612,"50,001-100,000",137
CASH_IN,Legitimate,612,"500,001-1,000,000",12
CASH_OUT,Fraud,612,"1,000,001+",2
CASH_OUT,Fraud,612,"10,001-50,000",2
CASH_OUT,Fraud,612,"100,001-500,000",2
CASH_OUT,Legitimate,612,0-100,1
CASH_OUT,Legitimate,612,"1,001-5,000",11
CASH_OUT,Legitimate,612,"10,001-50,000",114
CASH_OUT,Legitimate,612,"100,001-500,000",538
CASH_OUT,Legitimate,612,"5,001-10,000",15
CASH_OUT,Legitimate,612,"50,001-100,000",159
CASH_OUT,Legitimate,612,"500,001-1,000,000",12
CASH_OUT,Legitimate,612,"501-1,000",2
DEBIT,Legitimate,612,"1,001-5,000",9
DEBIT,Legitimate,612,"501-1,000",5
PAYMENT,Legitimate,612,0-100,9
PAYMENT,Legitimate,612,"1,001-5,000",182
PAYMENT,Legitimate,612,"10,001-50,000",416
PAYMENT,Legitimate,612,101-500,13
PAYMENT,Legitimate,612,"5,001-10,000",199
PAYMENT,Legitimate,612,"50,001-100,000",4
PAYMENT,Legitimate,612,"501-1,000",25
TRANSFER,Fraud,612,"1,000,001+",2
TRANSFER,Fraud,612,"10,001-50,000",2
TRANSFER,Fraud,612,"100,001-500,000",2
TRANSFER,Legitimate,612,"1,000,001+",26
TRANSFER,Legitimate,612,"10,001-50,000",14
TRANSFER,Legitimate,612,"100,001-500,000",115
TRANSFER,Legitimate,612,"5,001-10,000",1
TRANSFER,Legitimate,612,"50,001-100,000",15
TRANSFER,Legitimate,612,"500,001-1,000,000",73
TRANSFER,Legitimate,612,"501-1,000",1
CASH_IN,Legitimate,613,"50,001-100,000",1
CASH_OUT,Fraud,613,"1,000,001+",4
CASH_OUT,Fraud,613,"100,001-500,000",3
CASH_OUT,Fraud,613,"50,001-100,000",2
CASH_OUT,Fraud,613,"500,001-1,000,000",1
CASH_OUT,Legitimate,613,"10,001-50,000",6
CASH_OUT,Legitimate,613,"100,001-500,000",13
CASH_OUT,Legitimate,613,"50,001-100,000",4
TRANSFER,Fraud,613,"1,000,001+",4
TRANSFER,Fraud,613,"100,001-500,000",3
TRANSFER,Fraud,613,"50,001-100,000",2
TRANSFER,Fraud,613,"500,001-1,000,000",1
TRANSFER,Legitimate,613,"100,001-500,000",1
CASH_IN,Legitimate,614,0-100,2
CASH_IN,Legitimate,614,"10,001-50,000",57
CASH_IN,Legitimate,614,"100,001-500,000",237
CASH_IN,Legitimate,614,101-500,1
CASH_IN,Legitimate,614,"5,001-10,000",4
CASH_IN,Legitimate,614,"50,001-100,000",58
CASH_IN,Legitimate,614,"500,001-1,000,000",3
CASH_OUT,Fraud,614,"1,000,001+",3
CASH_OUT,Fraud,614,"100,001-500,000",4
CASH_OUT,Fraud,614,"500,001-1,000,000",1
CASH_OUT,Legitimate,614,"1,001-5,000",5
CASH_OUT,Legitimate,614,"10,001-50,000",58
CASH_OUT,Legitimate,614,"100,001-500,000",189
CASH_OUT,Legitimate,614,"5,001-10,000",7
CASH_OUT,Legitimate,614,"50,001-100,000",78
CASH_OUT,Legitimate,614,"500,001-1,000,000",1
DEBIT,Legitimate,614,0-100,1
DEBIT,Legitimate,614,"1,001-5,000",6
DEBIT,Legitimate,614,"10,001-50,000",3
DEBIT,Legitimate,614,101-500,1
DEBIT,Legitimate,614,"5,001-10,000",2
PAYMENT,Legitimate,614,0-100,3
PAYMENT,Legitimate,614,"1,001-5,000",103
PAYMENT,Legitimate,614,"10,001-50,000",200
PAYMENT,Legitimate,614,101-500,12
PAYMENT,Legitimate,614,"5,001-10,000",125
PAYMENT,Legitimate,614,"50,001-100,000",1
PAYMENT,Legitimate,614,"501-1,000",12
TRANSFER,Fraud,614,"1,000,001+",3
TRANSFER,Fraud,614,"100,001-500,000",4
TRANSFER,Fraud,614,"500,001-1,000,000",1
TRANSFER,Legitimate,614,"1,000,001+",5
TRANSFER,Legitimate,614,"1,001-5,000",1
TRANSFER,Legitimate,614,"10,001-50,000",16
TRANSFER,Legitimate,614,"100,001-500,000",42
TRANSFER,Legitimate,614,"5,001-10,000",2
TRANSFER,Legitimate,614,"50,001-100,000",14
TRANSFER,Legitimate,614,"500,001-1,000,000",13
CASH_OUT,Fraud,615,"1,000,001+",1
CASH_OUT,Fraud,615,"100,001-500,000",1
CASH_OUT,Fraud,615,"50,001-100,000",2
TRANSFER,Fraud,615,"1,000,001+",1
TRANSFER,Fraud,615,"100,001-500,000",1
TRANSFER,Fraud,615,"50,001-100,000",2
CASH_OUT,Fraud,616,"1,000,001+",2
CASH_OUT,Fraud,616,"50,001-100,000",1
TRANSFER,Fraud,616,"1,000,001+",2
TRANSFER,Fraud,616,"50,001-100,000",1
CASH_IN,Legitimate,617,"1,001-5,000",7
CASH_IN,Legitimate,617,"10,001-50,000",83
CASH_IN,Legitimate,617,"100,001-500,000",407
CASH_IN,Legitimate,617,"5,001-10,000",8
CASH_IN,Legitimate,617,"50,001-100,000",109
CASH_IN,Legitimate,617,"500,001-1,000,000",10
CASH_IN,Legitimate,617,"501-1,000",2
CASH_OUT,Fraud,617,0-100,1
CASH_OUT,Fraud,617,"1,000,001+",6
CASH_OUT,Fraud,617,"500,001-1,000,000",1
CASH_OUT,Legitimate,617,0-100,1
CASH_OUT,Legitimate,617,"1,001-5,000",15
CASH_OUT,Legitimate,617,"10,001-50,000",155
CASH_OUT,Legitimate,617,"100,001-500,000",543
CASH_OUT,Legitimate,617,101-500,1
CASH_OUT,Legitimate,617,"5,001-10,000",20
CASH_OUT,Legitimate,617,"50,001-100,000",209
CASH_OUT,Legitimate,617,"500,001-1,000,000",13
DEBIT,Legitimate,617,0-100,1
DEBIT,Legitimate,617,"1,001-5,000",7
PAYMENT,Legitimate,617,0-100,3
PAYMENT,Legitimate,617,"1,001-5,000",153
PAYMENT,Legitimate,617,"10,001-50,000",473
PAYMENT,Legitimate,617,101-500,19
